"B19013_001E","enrollment","FourYrDrop_Campus","FourYrGrad_Campus","CollegeReady_Math_Campus","CollegeReady_Reading_Campus","Attendance_All","Year","CNTYNAME","NAME"
44878,508,0.075,0.9025,0.3045,0.299,0.9435,2016,"SAN JACINTO","San Jacinto County, Texas"
43421,522,0.0615,0.907,0.4425,0.2085,0.9435,2017,"SAN JACINTO","San Jacinto County, Texas"
44658,500.5,0.075,0.8995,0.363,0.156,0.938,2018,"SAN JACINTO","San Jacinto County, Texas"
41614,472,0.0385,0.9315,0.338,0.153,0.9395,2019,"SAN JACINTO","San Jacinto County, Texas"
45189,501.375,0.0647142857142857,0.878142857142857,0.618571428571429,0.66,0.933857142857143,2010,"SAN PATRICIO","San Patricio County, Texas"
48389,579.142857142857,0.0477142857142857,0.906714285714286,0.625714285714286,0.558571428571429,0.936571428571428,2011,"SAN PATRICIO","San Patricio County, Texas"
51104,583.285714285714,0.0425714285714286,0.915428571428571,0.58,0.644285714285714,0.935,2012,"SAN PATRICIO","San Patricio County, Texas"
50657,579.571428571429,0.0518571428571429,0.92,0.594285714285714,0.561428571428571,0.932714285714286,2013,"SAN PATRICIO","San Patricio County, Texas"
51760,595.285714285714,0.047,0.904142857142857,0.295714285714286,0.21,0.935142857142857,2014,"SAN PATRICIO","San Patricio County, Texas"
52261,605.714285714286,0.0384285714285714,0.921571428571429,0.424571428571429,0.312142857142857,0.940142857142857,2015,"SAN PATRICIO","San Patricio County, Texas"
52659,599.428571428571,0.0345714285714286,0.928428571428571,0.441857142857143,0.285,0.938714285714286,2016,"SAN PATRICIO","San Patricio County, Texas"
53332,592.714285714286,0.0378571428571429,0.936714285714286,0.521714285714286,0.462285714285714,0.935857142857143,2017,"SAN PATRICIO","San Patricio County, Texas"
55229,575.285714285714,0.0347142857142857,0.929,0.54,0.472857142857143,0.930428571428571,2018,"SAN PATRICIO","San Patricio County, Texas"
56556,579,0.0365714285714286,0.940285714285714,0.480142857142857,0.469285714285714,0.936428571428571,2019,"SAN PATRICIO","San Patricio County, Texas"
36308,203,0,0.943,0.59,0.48,0.948,2010,"SAN SABA","San Saba County, Texas"
38675,197,0,0.953,0.71,0.7,0.963,2011,"SAN SABA","San Saba County, Texas"
37230,208,0,0.872,0.69,0.71,0.958,2012,"SAN SABA","San Saba County, Texas"
37743,202,0,0.96,0.79,0.72,0.955,2013,"SAN SABA","San Saba County, Texas"
38065,177,0.04,0.96,0.23,0.2,0.95,2014,"SAN SABA","San Saba County, Texas"
39040,187,0,1,0.407,0.407,0.946,2015,"SAN SABA","San Saba County, Texas"
40718,194,0,0.923,0.431,0.314,0.953,2016,"SAN SABA","San Saba County, Texas"
40301,183,0,0.98,0.514,0.514,0.942,2017,"SAN SABA","San Saba County, Texas"
44698,206,0,0.972,0.5,0.365,0.954,2018,"SAN SABA","San Saba County, Texas"
45083,201,0,0.98,0.585,0.321,0.954,2019,"SAN SABA","San Saba County, Texas"
55186,163,0,1,0.76,0.64,0.963,2010,"SCHLEICHER","Schleicher County, Texas"
46058,148,0.021,0.958,0.79,0.68,0.958,2011,"SCHLEICHER","Schleicher County, Texas"
50417,156,0,0.973,0.73,0.82,0.965,2012,"SCHLEICHER","Schleicher County, Texas"
50648,152,0.043,0.957,0.5,0.6,0.966,2013,"SCHLEICHER","Schleicher County, Texas"
44643,156,0,1,0.41,0.45,0.965,2014,"SCHLEICHER","Schleicher County, Texas"
55543,160,0.028,0.944,0.351,0.471,0.969,2015,"SCHLEICHER","Schleicher County, Texas"
59766,157,0,0.977,0.271,0.229,0.967,2016,"SCHLEICHER","Schleicher County, Texas"
63432,151,0,1,0.581,0.387,0.963,2017,"SCHLEICHER","Schleicher County, Texas"
55677,154,0,0.946,0.733,0.567,0.97,2018,"SCHLEICHER","Schleicher County, Texas"
53229,149,0,1,0.622,0.297,0.968,2019,"SCHLEICHER","Schleicher County, Texas"
42401,357.5,0.0755,0.8985,0.63,0.58,0.948,2010,"SCURRY","Scurry County, Texas"
46380,351.5,0.006,0.978,0.365,0.32,0.95,2011,"SCURRY","Scurry County, Texas"
46340,340,0.008,0.977,0.68,0.645,0.9365,2012,"SCURRY","Scurry County, Texas"
47513,343,0.022,0.971,0.73,0.68,0.951,2013,"SCURRY","Scurry County, Texas"
50829,727,0.03,0.941,0.51,0.35,0.956,2014,"SCURRY","Scurry County, Texas"
56842,741,0.032,0.942,0.604,0.402,0.942,2015,"SCURRY","Scurry County, Texas"
55661,737,0.034,0.934,0.539,0.329,0.941,2016,"SCURRY","Scurry County, Texas"
54565,726,0.068,0.884,0.39,0.195,0.927,2017,"SCURRY","Scurry County, Texas"
55889,715,0.064,0.919,0.682,0.306,0.935,2018,"SCURRY","Scurry County, Texas"
54326,731,0.012,0.957,0.805,0.671,0.944,2019,"SCURRY","Scurry County, Texas"
32425,328,0.0203333333333333,0.940333333333333,0.7,0.663333333333333,0.95,2010,"SHELBY","Shelby County, Texas"
34164,326.666666666667,0.053,0.935333333333333,0.82,0.616666666666667,0.949,2011,"SHELBY","Shelby County, Texas"
35732,335.333333333333,0.039,0.926666666666667,0.646666666666667,0.78,0.946666666666667,2012,"SHELBY","Shelby County, Texas"
37081,341.333333333333,0.023,0.947,0.633333333333333,0.58,0.947,2013,"SHELBY","Shelby County, Texas"
36250,358.666666666667,0.0383333333333333,0.944,0.313333333333333,0.286666666666667,0.949333333333333,2014,"SHELBY","Shelby County, Texas"
37756,374.333333333333,0.0393333333333333,0.940666666666667,0.282333333333333,0.323,0.951,2015,"SHELBY","Shelby County, Texas"
36312,380,0.0406666666666667,0.942666666666667,0.327333333333333,0.27,0.948666666666667,2016,"SHELBY","Shelby County, Texas"
38121,280,0.028,0.948666666666667,0.38575,0.2655,0.945666666666667,2017,"SHELBY","Shelby County, Texas"
40764,274.5,0.0386666666666667,0.952666666666667,0.35625,0.21725,0.9265,2018,"SHELBY","Shelby County, Texas"
42522,280,0.0283333333333333,0.960666666666667,0.5075,0.329,0.926,2019,"SHELBY","Shelby County, Texas"
50069,178,0.024,0.951,0.68,0.67,0.958,2010,"SHERMAN","Sherman County, Texas"
49135,178,0.028,0.921,0.64,0.55,0.966,2011,"SHERMAN","Sherman County, Texas"
47500,175,0.065,0.935,0.59,0.63,0.958,2012,"SHERMAN","Sherman County, Texas"
48185,174,0.054,0.946,0.63,0.78,0.964,2013,"SHERMAN","Sherman County, Texas"
49219,163,0,0.942,0.36,0.39,0.956,2014,"SHERMAN","Sherman County, Texas"
51987,165,0.075,0.925,0.484,0.516,0.957,2015,"SHERMAN","Sherman County, Texas"
52969,147,0.021,0.958,0.269,0.462,0.958,2016,"SHERMAN","Sherman County, Texas"
54961,152,0.038,0.962,0.568,0.364,0.957,2017,"SHERMAN","Sherman County, Texas"
56576,154,0.082,0.898,0.27,0.108,0.953,2018,"SHERMAN","Sherman County, Texas"
51926,157,0,1,0.692,0.269,0.951,2019,"SHERMAN","Sherman County, Texas"
46139,1045.22222222222,0.0413333333333333,0.905888888888889,0.708888888888889,0.65,0.9446,2010,"SMITH","Smith County, Texas"
46615,946.6,0.0324444444444444,0.915777777777778,0.737777777777778,0.637777777777778,0.946,2011,"SMITH","Smith County, Texas"
47312,1056.11111111111,0.0297777777777778,0.945,0.675555555555556,0.757777777777778,0.947777777777778,2012,"SMITH","Smith County, Texas"
47432,1063.11111111111,0.0224444444444444,0.948888888888889,0.684444444444444,0.69,0.949444444444444,2013,"SMITH","Smith County, Texas"
46669,1107.22222222222,0.0223333333333333,0.952222222222222,0.413333333333333,0.342222222222222,0.947444444444444,2014,"SMITH","Smith County, Texas"
46929,1025.6,0.0323333333333333,0.941444444444444,0.462222222222222,0.413444444444444,0.943555555555556,2015,"SMITH","Smith County, Texas"
48683,1046.2,0.0402222222222222,0.921888888888889,0.417666666666667,0.336444444444444,0.9485,2016,"SMITH","Smith County, Texas"
50742,886.25,0.0424444444444444,0.929555555555556,0.4383,0.3604,0.9503,2017,"SMITH","Smith County, Texas"
53511,899.916666666667,0.025,0.953888888888889,0.571916666666667,0.413833333333333,0.94675,2018,"SMITH","Smith County, Texas"
56810,912.416666666667,0.0316666666666667,0.935777777777778,0.570916666666667,0.430583333333333,0.943833333333333,2019,"SMITH","Smith County, Texas"
52135,322.5,0.072,0.857,0.595,0.655,0.934,2010,"SOMERVELL","Somervell County, Texas"
48401,330,0.0245,0.95,0.55,0.37,0.9365,2011,"SOMERVELL","Somervell County, Texas"
51618,338.5,0.0795,0.8985,0.46,0.59,0.9465,2012,"SOMERVELL","Somervell County, Texas"
55269,308.5,0.082,0.8845,0.535,0.5,0.9445,2013,"SOMERVELL","Somervell County, Texas"
51190,325.5,0.089,0.8535,0.28,0.29,0.945,2014,"SOMERVELL","Somervell County, Texas"
51912,339,0.077,0.881,0.5625,0.5935,0.9445,2015,"SOMERVELL","Somervell County, Texas"
50562,327.5,0.1335,0.8445,0.404,0.2925,0.9475,2016,"SOMERVELL","Somervell County, Texas"
52346,343,0.108,0.874,0.441,0.3325,0.9485,2017,"SOMERVELL","Somervell County, Texas"
53162,338,0.1875,0.7845,0.4335,0.301,0.9455,2018,"SOMERVELL","Somervell County, Texas"
60632,350,0.165,0.7795,0.448,0.366,0.9445,2019,"SOMERVELL","Somervell County, Texas"
24441,1192.25,0.0356666666666667,0.889,0.6,0.54,0.948,2010,"STARR","Starr County, Texas"
25598,1217.25,0.0513333333333333,0.863333333333333,0.6475,0.5175,0.9375,2011,"STARR","Starr County, Texas"
24653,1200.25,0.0503333333333333,0.914333333333333,0.52,0.6275,0.93575,2012,"STARR","Starr County, Texas"
24927,1186,0.037,0.939333333333333,0.5825,0.6175,0.9335,2013,"STARR","Starr County, Texas"
25906,1160,0.0475,0.92875,0.225,0.2125,0.935,2014,"STARR","Starr County, Texas"
26172,1236.5,0.04125,0.93975,0.60575,0.48175,0.929,2015,"STARR","Starr County, Texas"
26682,994.2,0.038,0.92425,0.55725,0.43225,0.93425,2016,"STARR","Starr County, Texas"
27133,1002,0.056,0.92175,0.6168,0.4668,0.9388,2017,"STARR","Starr County, Texas"
29294,988.2,0.0475,0.91175,0.5764,0.4664,0.9404,2018,"STARR","Starr County, Texas"
30387,971.2,0.0405,0.933,0.614,0.5484,0.9478,2019,"STARR","Starr County, Texas"
35691,391,0.05,0.95,0.89,0.64,0.947,2010,"STEPHENS","Stephens County, Texas"
37400,362,0.01,0.971,0.67,0.57,0.949,2011,"STEPHENS","Stephens County, Texas"
38424,342,0.011,0.957,0.58,0.67,0.951,2012,"STEPHENS","Stephens County, Texas"
41728,374,0.026,0.949,0.63,0.78,0.949,2013,"STEPHENS","Stephens County, Texas"
43082,380,0.03,0.955,0.33,0.35,0.942,2014,"STEPHENS","Stephens County, Texas"
43951,380,0.022,0.946,0.366,0.439,0.945,2015,"STEPHENS","Stephens County, Texas"
45217,407,0.058,0.908,0.337,0.393,0.946,2016,"STEPHENS","Stephens County, Texas"
45862,419,0.054,0.875,0.408,0.252,0.949,2017,"STEPHENS","Stephens County, Texas"
45336,426,0.046,0.89,0.34,0.234,0.936,2018,"STEPHENS","Stephens County, Texas"
46232,418,0.042,0.905,0.306,0.204,0.929,2019,"STEPHENS","Stephens County, Texas"
41548,31.5,0,0.95,0.54,0.92,0.4805,2010,"STERLING","Sterling County, Texas"
41944,31,0,1,0.93,0.64,0.481,2011,"STERLING","Sterling County, Texas"
44239,34,0,1,0.73,0.93,0.481,2012,"STERLING","Sterling County, Texas"
50543,37.5,0,1,0.86,0.6,0.476,2013,"STERLING","Sterling County, Texas"
50509,41.5,0.059,0.941,0.5,0.33,0.4765,2014,"STERLING","Sterling County, Texas"
53456,44.5,0,1,0.308,0.417,0.475,2015,"STERLING","Sterling County, Texas"
50156,39,0,1,0.4,0.267,0.962,2016,"STERLING","Sterling County, Texas"
50000,93,0,1,0.409,0.273,0.966,2017,"STERLING","Sterling County, Texas"
59286,92,0,1,0.6,0.52,0.956,2018,"STERLING","Sterling County, Texas"
59868,92,0,1,1,1,0.956,2019,"STERLING","Sterling County, Texas"
56146,252,0.015,0.954,0.7,0.53,0.965,2010,"SUTTON","Sutton County, Texas"
55122,257,0.017,0.952,0.68,0.54,0.969,2011,"SUTTON","Sutton County, Texas"
62321,256,0.016,0.952,0.47,0.63,0.97,2012,"SUTTON","Sutton County, Texas"
53806,286,0.05,0.95,0.53,0.53,0.969,2013,"SUTTON","Sutton County, Texas"
48986,268,0.043,0.915,0.4,0.31,0.968,2014,"SUTTON","Sutton County, Texas"
51667,279,0.015,0.985,0.155,0.217,0.967,2015,"SUTTON","Sutton County, Texas"
54567,275,0.033,0.95,0.25,0.329,0.966,2016,"SUTTON","Sutton County, Texas"
60996,249,0,0.963,0.407,0.296,0.97,2017,"SUTTON","Sutton County, Texas"
60543,256,0,0.981,0.369,0.677,0.967,2018,"SUTTON","Sutton County, Texas"
54306,249,0.014,0.971,0.827,0.947,0.969,2019,"SUTTON","Sutton County, Texas"
37907,259,0.113,0.887,0.5,0.57,0.953,2010,"SWISHER","Swisher County, Texas"
38988,251,0.045,0.928,0.8,0.46,0.942,2011,"SWISHER","Swisher County, Texas"
40227,258,0.05,0.918,0.46,0.76,0.955,2012,"SWISHER","Swisher County, Texas"
36753,273,0.055,0.878,0.54,0.75,0.956,2013,"SWISHER","Swisher County, Texas"
37833,276,0.116,0.87,0.39,0.27,0.956,2014,"SWISHER","Swisher County, Texas"
37040,312,0.073,0.909,0.304,0.239,0.955,2015,"SWISHER","Swisher County, Texas"
35167,322,0.104,0.829,0.312,0.26,0.947,2016,"SWISHER","Swisher County, Texas"
37883,317,0.063,0.914,0.329,0.241,0.944,2017,"SWISHER","Swisher County, Texas"
38418,302,0.05,0.925,0.293,0.183,0.946,2018,"SWISHER","Swisher County, Texas"
39771,287,0.045,0.944,0.203,0.101,0.947,2019,"SWISHER","Swisher County, Texas"
55306,1246.61538461538,0.118509090909091,0.734181818181818,0.550185185185185,0.575,0.846353846153846,2010,"TARRANT","Tarrant County, Texas"
56178,1258.76923076923,0.124535714285714,0.745732142857143,0.632407407407407,0.532592592592593,0.853265625,2011,"TARRANT","Tarrant County, Texas"
56859,1230.85294117647,0.113719298245614,0.76459649122807,0.60875,0.665178571428571,0.874387096774194,2012,"TARRANT","Tarrant County, Texas"
56853,1302.09230769231,0.101160714285714,0.784321428571429,0.609821428571429,0.583214285714286,0.862969230769231,2013,"TARRANT","Tarrant County, Texas"
57727,1269.24637681159,0.0909107142857143,0.789464285714286,0.368793103448276,0.305172413793103,0.8485625,2014,"TARRANT","Tarrant County, Texas"
58711,1292.86956521739,0.092,0.802666666666667,0.429534482758621,0.355620689655172,0.882102941176471,2015,"TARRANT","Tarrant County, Texas"
60373,1287.54285714286,0.0810862068965517,0.798034482758621,0.487333333333333,0.331228070175439,0.898850746268657,2016,"TARRANT","Tarrant County, Texas"
62532,1354.86567164179,0.0905762711864407,0.81771186440678,0.532,0.3635,0.915164179104478,2017,"TARRANT","Tarrant County, Texas"
64874,1361.59701492537,0.0941803278688525,0.824409836065574,0.532983333333333,0.37635,0.928560606060606,2018,"TARRANT","Tarrant County, Texas"
67700,1385.75757575758,0.09235,0.838766666666667,0.565733333333333,0.41275,0.9322,2019,"TARRANT","Tarrant County, Texas"
42403,467.266666666667,0.0464285714285714,0.821857142857143,0.63,0.637142857142857,0.939625,2010,"TAYLOR","Taylor County, Texas"
43065,774.875,0.0233333333333333,0.931666666666667,0.6775,0.56375,0.94175,2011,"TAYLOR","Taylor County, Texas"
44372,631.6,0.0281428571428571,0.935571428571429,0.673,0.728,0.939625,2012,"TAYLOR","Taylor County, Texas"
44891,582.909090909091,0.0447142857142857,0.913571428571429,0.705454545454545,0.705454545454545,0.9369,2013,"TAYLOR","Taylor County, Texas"
44695,618.818181818182,0.0387142857142857,0.914857142857143,0.464545454545455,0.419090909090909,0.935272727272727,2014,"TAYLOR","Taylor County, Texas"
45396,634.272727272727,0.0375,0.918,0.467090909090909,0.434363636363636,0.935909090909091,2015,"TAYLOR","Taylor County, Texas"
47044,641.636363636364,0.0203,0.93,0.606727272727273,0.477090909090909,0.937,2016,"TAYLOR","Taylor County, Texas"
49161,629.909090909091,0.0223636363636364,0.939909090909091,0.6103,0.4678,0.9429,2017,"TAYLOR","Taylor County, Texas"
50818,698.2,0.0158,0.9502,0.6107,0.4832,0.9346,2018,"TAYLOR","Taylor County, Texas"
53143,717,0.0101,0.9498,0.5866,0.4468,0.9323,2019,"TAYLOR","Taylor County, Texas"
35403,40,0,1,0.5,0.56,0.955,2010,"TERRELL","Terrell County, Texas"
41417,30,0,1,0.6,-0.01,0.947,2011,"TERRELL","Terrell County, Texas"
37750,29,0,0.889,0.6,0.6,0.952,2012,"TERRELL","Terrell County, Texas"
39479,39,-0.01,-0.01,0.89,0.63,0.96,2013,"TERRELL","Terrell County, Texas"
40781,42,0,1,0.44,0.22,0.958,2014,"TERRELL","Terrell County, Texas"
31111,47,0,1,0.625,0.375,0.955,2015,"TERRELL","Terrell County, Texas"
24821,44,0,0.9,0.556,0.444,0.952,2016,"TERRELL","Terrell County, Texas"
26063,40,0,0.917,0.375,0.313,0.955,2017,"TERRELL","Terrell County, Texas"
33750,26,0,1,0.667,0.5,0.948,2018,"TERRELL","Terrell County, Texas"
43208,34,0,0.833,0.857,0.429,0.959,2019,"TERRELL","Terrell County, Texas"
39498,219,0.129,0.819,0.27,0.35,0.886,2010,"TERRY","Terry County, Texas"
35485,209.5,0.122,0.862,0.34,0.435,0.8775,2011,"TERRY","Terry County, Texas"
35537,231.5,0.0385,0.844,0.57,0.395,0.9205,2012,"TERRY","Terry County, Texas"
37679,229,0.035,0.9405,0.515,0.195,0.8755,2013,"TERRY","Terry County, Texas"
39494,243,0.0935,0.85,0.11,0.07,0.8635,2014,"TERRY","Terry County, Texas"
37475,253.5,0.09,0.9035,0.225,0.0595,0.846,2015,"TERRY","Terry County, Texas"
40407,238.5,0.0935,0.881,0.204,0.152,0.8265,2016,"TERRY","Terry County, Texas"
42441,235.5,0.0585,0.926,0.264,0.164,0.8235,2017,"TERRY","Terry County, Texas"
44975,242.5,0.053,0.923,0.2685,0.152,0.868,2018,"TERRY","Terry County, Texas"
44627,224.5,0.053,0.925,0.567,0.302,0.9125,2019,"TERRY","Terry County, Texas"
36339,69,0.05,0.95,0.72,0.5,0.978,2010,"THROCKMORTON","Throckmorton County, Texas"
40380,65,0,1,0.6,0.4,0.966,2011,"THROCKMORTON","Throckmorton County, Texas"
41019,60,0,1,0.47,0.63,0.972,2012,"THROCKMORTON","Throckmorton County, Texas"
39286,59,0,1,0.92,0.69,0.959,2013,"THROCKMORTON","Throckmorton County, Texas"
40833,60,0,0.929,0.5,0.5,0.97,2014,"THROCKMORTON","Throckmorton County, Texas"
41042,54,0,1,0.455,0.636,0.968,2015,"THROCKMORTON","Throckmorton County, Texas"
39438,58,0,0.923,0.313,0.438,0.958,2016,"THROCKMORTON","Throckmorton County, Texas"
37279,41,0,1,0.556,0.556,0.96,2017,"THROCKMORTON","Throckmorton County, Texas"
44196,41,0,1,0.538,0.385,0.967,2018,"THROCKMORTON","Throckmorton County, Texas"
40000,45,0,1,0.818,0.364,0.947,2019,"THROCKMORTON","Throckmorton County, Texas"
39423,579,0.0153333333333333,0.938666666666667,0.51,0.473333333333333,0.932333333333333,2010,"TITUS","Titus County, Texas"
39886,598.333333333333,0.011,0.960333333333333,0.795,0.685,0.9585,2011,"TITUS","Titus County, Texas"
40909,898.5,0,0.975,0.71,0.8,0.9565,2012,"TITUS","Titus County, Texas"
42939,882,0.003,0.9705,0.655,0.73,0.956,2013,"TITUS","Titus County, Texas"
42856,879.5,0.0065,0.963,0.265,0.255,0.959,2014,"TITUS","Titus County, Texas"
44178,881.5,0,0.9815,0.464,0.4015,0.9645,2015,"TITUS","Titus County, Texas"
45026,903.5,0.016,0.9455,0.388,0.3295,0.959,2016,"TITUS","Titus County, Texas"
46980,931,0.0095,0.9695,0.5275,0.3205,0.9515,2017,"TITUS","Titus County, Texas"
46698,928.5,0.0155,0.9675,0.534,0.3045,0.9445,2018,"TITUS","Titus County, Texas"
50196,953,0.0095,0.9705,0.4605,0.285,0.946,2019,"TITUS","Titus County, Texas"
41398,330.916666666667,0.0398888888888889,0.580444444444444,0.596666666666667,0.571666666666667,0.554307692307692,2010,"TOM GREEN","Tom Green County, Texas"
43465,296.307692307692,0.0375,0.661875,0.766,0.518333333333333,0.546384615384615,2011,"TOM GREEN","Tom Green County, Texas"
44310,289.076923076923,0.0101111111111111,0.611555555555556,0.39125,0.48,0.463666666666667,2012,"TOM GREEN","Tom Green County, Texas"
44545,325.75,0.009125,0.767625,0.4575,0.47125,0.573727272727273,2013,"TOM GREEN","Tom Green County, Texas"
45114,337.25,0.01425,0.5805,0.448,0.454,0.5609,2014,"TOM GREEN","Tom Green County, Texas"
46711,407.5,0.072125,0.61275,0.432166666666667,0.334428571428571,0.506181818181818,2015,"TOM GREEN","Tom Green County, Texas"
47637,370.909090909091,0.036125,0.65575,0.254222222222222,0.234,0.5551,2016,"TOM GREEN","Tom Green County, Texas"
49662,407.5,0.0313333333333333,0.8525,0.281222222222222,0.209555555555556,0.5502,2017,"TOM GREEN","Tom Green County, Texas"
51675,439.909090909091,0.098375,0.602125,0.264111111111111,0.193777777777778,0.577181818181818,2018,"TOM GREEN","Tom Green County, Texas"
53903,478.4,0.0185,0.5835,0.358222222222222,0.205333333333333,0.579818181818182,2019,"TOM GREEN","Tom Green County, Texas"
54074,1124.6875,0.13672,0.67144,0.615357142857143,0.554642857142857,0.870387096774194,2010,"TRAVIS","Travis County, Texas"
55452,1181.74193548387,0.113269230769231,0.709807692307692,0.639259259259259,0.523703703703704,0.87341935483871,2011,"TRAVIS","Travis County, Texas"
56403,1128.39393939394,0.105758620689655,0.725758620689655,0.561034482758621,0.63448275862069,0.910310344827586,2012,"TRAVIS","Travis County, Texas"
58025,1175.375,0.0976666666666667,0.798555555555556,0.628928571428571,0.610357142857143,0.8999,2013,"TRAVIS","Travis County, Texas"
59620,1163.06060606061,0.0901851851851852,0.843555555555556,0.424074074074074,0.361111111111111,0.870724137931035,2014,"TRAVIS","Travis County, Texas"
61451,1160.5,0.0425555555555556,0.831185185185185,0.488967741935484,0.395258064516129,0.842466666666667,2015,"TRAVIS","Travis County, Texas"
64422,1079.78378378378,0.0502068965517241,0.798379310344828,0.52058064516129,0.427193548387097,0.802,2016,"TRAVIS","Travis County, Texas"
68350,1109.66666666667,0.0438888888888889,0.86262962962963,0.598266666666667,0.4938,0.77378125,2017,"TRAVIS","Travis County, Texas"
71767,1002.3488372093,0.0509310344827586,0.822862068965517,0.620277777777778,0.529277777777778,0.818133333333333,2018,"TRAVIS","Travis County, Texas"
75887,1054.87804878049,0.0509333333333333,0.836233333333333,0.602171428571429,0.522428571428571,0.793555555555556,2019,"TRAVIS","Travis County, Texas"
36814,297,0.153,0.806,0.53,0.2,0.914,2010,"TRINITY","Trinity County, Texas"
38138,298,0.096,0.851,0.58,0.53,0.935,2011,"TRINITY","Trinity County, Texas"
37223,318,0.055,0.847,0.55,0.58,0.949,2012,"TRINITY","Trinity County, Texas"
34555,307,0.092,0.857,0.53,0.55,0.923,2013,"TRINITY","Trinity County, Texas"
35223,330,0.147,0.812,0.15,0.08,0.93,2014,"TRINITY","Trinity County, Texas"
34295,369,0.078,0.888,0.455,0.465,0.936,2015,"TRINITY","Trinity County, Texas"
35865,341,0.086,0.857,0.329,0.214,0.932,2016,"TRINITY","Trinity County, Texas"
37398,359,0.054,0.932,0.378,0.22,0.92,2017,"TRINITY","Trinity County, Texas"
40407,349,0.024,0.953,0.341,0.183,0.902,2018,"TRINITY","Trinity County, Texas"
41357,351,0.098,0.902,0.383,0.556,0.932,2019,"TRINITY","Trinity County, Texas"
35346,283,0.0256666666666667,0.95,0.676666666666667,0.643333333333333,0.947,2010,"TYLER","Tyler County, Texas"
35847,284,0.0156666666666667,0.941,0.743333333333333,0.603333333333333,0.952666666666667,2011,"TYLER","Tyler County, Texas"
36785,274.666666666667,0.0183333333333333,0.977,0.643333333333333,0.74,0.949,2012,"TYLER","Tyler County, Texas"
39940,283,0.045,0.904,0.733333333333333,0.713333333333333,0.949666666666667,2013,"TYLER","Tyler County, Texas"
41630,287,0.039,0.936,0.32,0.28,0.956333333333333,2014,"TYLER","Tyler County, Texas"
41360,298.666666666667,0.0376666666666667,0.937666666666667,0.44,0.420666666666667,0.959333333333333,2015,"TYLER","Tyler County, Texas"
45427,295.666666666667,0.0513333333333333,0.907,0.435666666666667,0.323333333333333,0.956666666666667,2016,"TYLER","Tyler County, Texas"
44396,280.333333333333,0.0416666666666667,0.933666666666667,0.455666666666667,0.340333333333333,0.956,2017,"TYLER","Tyler County, Texas"
43936,266.333333333333,0.028,0.953666666666667,0.479,0.293333333333333,0.949,2018,"TYLER","Tyler County, Texas"
44497,282.666666666667,0.0403333333333333,0.941666666666667,0.443,0.262666666666667,0.953333333333333,2019,"TYLER","Tyler County, Texas"
44403,321.666666666667,0.026,0.95,0.658333333333333,0.741666666666667,0.948666666666667,2010,"UPSHUR","Upshur County, Texas"
46734,321.666666666667,0.0163333333333333,0.960833333333333,0.655,0.663333333333333,0.948,2011,"UPSHUR","Upshur County, Texas"
45696,320.166666666667,0.022,0.962,0.671666666666667,0.656666666666667,0.9485,2012,"UPSHUR","Upshur County, Texas"
46600,314.333333333333,0.00833333333333333,0.966166666666667,0.741666666666667,0.7,0.945166666666667,2013,"UPSHUR","Upshur County, Texas"
46834,318.833333333333,0.0273333333333333,0.957,0.386666666666667,0.351666666666667,0.949333333333333,2014,"UPSHUR","Upshur County, Texas"
46673,320.833333333333,0.0213333333333333,0.951,0.468666666666667,0.450166666666667,0.949166666666667,2015,"UPSHUR","Upshur County, Texas"
47724,331,0.0215,0.961166666666667,0.428166666666667,0.313166666666667,0.952166666666667,2016,"UPSHUR","Upshur County, Texas"
48796,340.833333333333,0.0211666666666667,0.953833333333333,0.5085,0.376166666666667,0.954333333333333,2017,"UPSHUR","Upshur County, Texas"
50906,339.666666666667,0.0161666666666667,0.9615,0.5925,0.4775,0.953166666666667,2018,"UPSHUR","Upshur County, Texas"
52162,342.833333333333,0.019,0.953833333333333,0.559,0.479166666666667,0.952,2019,"UPSHUR","Upshur County, Texas"
49234,118,0.031,0.938,0.57,0.63,0.955,2010,"UPTON","Upton County, Texas"
52455,138,0,0.973,0.56,0.62,0.963,2011,"UPTON","Upton County, Texas"
52042,153,0,1,0.63,0.56,0.96,2012,"UPTON","Upton County, Texas"
51750,163,0,1,0.64,0.67,0.953,2013,"UPTON","Upton County, Texas"
50982,157,0,1,0.25,0.21,0.93,2014,"UPTON","Upton County, Texas"
46131,156,0,0.974,0.04,0.038,0.929,2015,"UPTON","Upton County, Texas"
48220,146,0.059,0.914,0.077,0.026,0.934,2016,"UPTON","Upton County, Texas"
52750,143,0.024,0.929,0.097,0.032,0.932,2017,"UPTON","Upton County, Texas"
52257,145,0.063,0.938,0.258,0.161,0.923,2018,"UPTON","Upton County, Texas"
52171,159,0.061,0.909,0.143,0.029,0.91,2019,"UPTON","Upton County, Texas"
35087,473.666666666667,0.0963333333333333,0.666333333333333,0.54,0.513333333333333,0.909,2010,"UVALDE","Uvalde County, Texas"
34456,467.333333333333,0.0316666666666667,0.910333333333333,0.526666666666667,0.51,0.929333333333333,2011,"UVALDE","Uvalde County, Texas"
34110,479.333333333333,0.104333333333333,0.846,0.546666666666667,0.63,0.923,2012,"UVALDE","Uvalde County, Texas"
34902,490,0.150333333333333,0.749666666666667,0.505,0.56,0.936,2013,"UVALDE","Uvalde County, Texas"
37078,746,0.091,0.8685,0.18,0.185,0.9315,2014,"UVALDE","Uvalde County, Texas"
