"B19013_001E","enrollment","FourYrDrop_Campus","FourYrGrad_Campus","CollegeReady_Math_Campus","CollegeReady_Reading_Campus","Attendance_All","Year","CNTYNAME","NAME"
33623,223,0.09,0.865,0.24,0.295,0.907,2010,"DAWSON","Dawson County, Texas"
39454,217.5,0.112,0.759,0.42,0.55,0.9015,2011,"DAWSON","Dawson County, Texas"
40152,223.5,0.094,0.7645,0.27,0.225,0.885,2012,"DAWSON","Dawson County, Texas"
39714,246.5,0.111,0.605,0.49,0.22,0.87,2013,"DAWSON","Dawson County, Texas"
39746,256.5,0.005,0.8115,0.16,0.065,0.894,2014,"DAWSON","Dawson County, Texas"
41095,271,0.0055,0.889,0.151,0.0725,0.9,2015,"DAWSON","Dawson County, Texas"
42354,268.5,0.0055,0.898,0.1495,0.0575,0.8935,2016,"DAWSON","Dawson County, Texas"
43201,260.5,0.0185,0.9655,0.4775,0.4125,0.887,2017,"DAWSON","Dawson County, Texas"
44657,253,0.0305,0.909,0.976,0.864,0.947,2018,"DAWSON","Dawson County, Texas"
43239,494,0,0.969,0.861,0.73,0.942,2019,"DAWSON","Dawson County, Texas"
41127,1122,0.062,0.815,0.52,0.66,0.954,2010,"DEAF SMITH","Deaf Smith County, Texas"
41134,1140,0.045,0.834,0.52,0.54,0.954,2011,"DEAF SMITH","Deaf Smith County, Texas"
42577,1133,0.034,0.848,0.55,0.55,0.956,2012,"DEAF SMITH","Deaf Smith County, Texas"
41444,1127,0.047,0.881,0.5,0.32,0.948,2013,"DEAF SMITH","Deaf Smith County, Texas"
42995,577,0.048,0.856,0.13,0.12,0.948,2014,"DEAF SMITH","Deaf Smith County, Texas"
43373,582.5,0.038,0.911,0.362,0.308,0.9125,2015,"DEAF SMITH","Deaf Smith County, Texas"
47219,570.5,0.027,0.947,0.204,0.1495,0.8845,2016,"DEAF SMITH","Deaf Smith County, Texas"
51543,577,0.041,0.9,0.196,0.138,0.899,2017,"DEAF SMITH","Deaf Smith County, Texas"
51841,584,0.148,0.729,0.233,0.1385,0.883,2018,"DEAF SMITH","Deaf Smith County, Texas"
49701,568,0.0875,0.8175,0.369,0.133,0.939,2019,"DEAF SMITH","Deaf Smith County, Texas"
37908,245,0.053,0.947,0.67,0.72,0.953,2010,"DELTA","Delta County, Texas"
34710,237,0.014,0.959,0.78,0.66,0.955,2011,"DELTA","Delta County, Texas"
41406,226,0.054,0.911,0.67,0.73,0.951,2012,"DELTA","Delta County, Texas"
40375,233,0.02,0.98,0.58,0.54,0.954,2013,"DELTA","Delta County, Texas"
40988,233,0.048,0.937,0.53,0.39,0.944,2014,"DELTA","Delta County, Texas"
42432,224,0.014,0.973,0.25,0.214,0.96,2015,"DELTA","Delta County, Texas"
40529,247,0.037,0.945,0.474,0.509,0.961,2016,"DELTA","Delta County, Texas"
42642,244,0,0.981,0.703,0.406,0.943,2017,"DELTA","Delta County, Texas"
46138,236,0.031,0.939,0.706,0.471,0.949,2018,"DELTA","Delta County, Texas"
51038,231,0.017,0.951,0.596,0.75,0.948,2019,"DELTA","Delta County, Texas"
70622,1198.625,0.04225,0.8666,0.683333333333333,0.68,0.944045454545455,2010,"DENTON","Denton County, Texas"
72305,1291.60869565217,0.0196,0.8798,0.757,0.6315,0.945217391304348,2011,"DENTON","Denton County, Texas"
72939,1249.20833333333,0.0236842105263158,0.919263157894737,0.699047619047619,0.778095238095238,0.903208333333333,2012,"DENTON","Denton County, Texas"
74155,1289.79166666667,0.0306666666666667,0.890809523809524,0.687142857142857,0.667142857142857,0.899695652173913,2013,"DENTON","Denton County, Texas"
74662,1331.95652173913,0.0298571428571429,0.918,0.5785,0.5255,0.945681818181818,2014,"DENTON","Denton County, Texas"
75050,1430.08333333333,0.0228095238095238,0.931619047619048,0.595904761904762,0.50652380952381,0.903913043478261,2015,"DENTON","Denton County, Texas"
76678,1372.19230769231,0.0165238095238095,0.941238095238095,0.536818181818182,0.430863636363636,0.905666666666667,2016,"DENTON","Denton County, Texas"
80290,1513.34615384615,0.0301428571428571,0.926238095238095,0.614739130434783,0.49504347826087,0.90672,2017,"DENTON","Denton County, Texas"
83376,1542.19230769231,0.0310869565217391,0.826173913043478,0.659173913043478,0.526086956521739,0.90796,2018,"DENTON","Denton County, Texas"
86913,1574.76923076923,0.0151363636363636,0.924636363636364,0.624869565217391,0.489347826086957,0.948875,2019,"DENTON","Denton County, Texas"
40668,396,0.011,0.937666666666667,0.686666666666667,0.643333333333333,0.958,2010,"DEWITT","DeWitt County, Texas"
43380,400.666666666667,0.00333333333333333,0.939333333333333,0.663333333333333,0.676666666666667,0.961333333333333,2011,"DEWITT","DeWitt County, Texas"
45457,414.666666666667,0.00366666666666667,0.976333333333333,0.696666666666667,0.676666666666667,0.959666666666667,2012,"DEWITT","DeWitt County, Texas"
46454,401.666666666667,0.0303333333333333,0.912,0.76,0.606666666666667,0.952,2013,"DEWITT","DeWitt County, Texas"
48082,417,0.0523333333333333,0.922333333333333,0.483333333333333,0.39,0.956666666666667,2014,"DEWITT","DeWitt County, Texas"
49736,434.333333333333,0.00766666666666667,0.948,0.267,0.260666666666667,0.953666666666667,2015,"DEWITT","DeWitt County, Texas"
50582,446,0.0226666666666667,0.945666666666667,0.29,0.307666666666667,0.959,2016,"DEWITT","DeWitt County, Texas"
50960,448.333333333333,0.0126666666666667,0.966,0.419,0.400666666666667,0.955333333333333,2017,"DEWITT","DeWitt County, Texas"
53779,433.666666666667,0.0133333333333333,0.962333333333333,0.383,0.403,0.945666666666667,2018,"DEWITT","DeWitt County, Texas"
55357,424,0,0.981333333333333,0.364333333333333,0.344333333333333,0.951333333333333,2019,"DEWITT","DeWitt County, Texas"
25882,624,0.115,0.793,0.63,0.71,0.923,2010,"DIMMIT","Dimmit County, Texas"
26730,610,0.107,0.848,0.65,0.57,0.91,2011,"DIMMIT","Dimmit County, Texas"
32960,626,0.156,0.799,0.6,0.69,0.927,2012,"DIMMIT","Dimmit County, Texas"
36681,640,0.143,0.758,0.76,0.47,0.915,2013,"DIMMIT","Dimmit County, Texas"
38140,661,0.121,0.809,0.12,0.07,0.919,2014,"DIMMIT","Dimmit County, Texas"
36825,635,0.114,0.852,0.257,0.163,0.911,2015,"DIMMIT","Dimmit County, Texas"
32204,601,0.131,0.829,0.521,0.689,0.918,2016,"DIMMIT","Dimmit County, Texas"
31384,612,0.155,0.789,0.493,0.514,0.923,2017,"DIMMIT","Dimmit County, Texas"
27832,623,0.068,0.901,0.379,0.491,0.915,2018,"DIMMIT","Dimmit County, Texas"
27161,612,0.073,0.921,0.384,0.493,0.913,2019,"DIMMIT","Dimmit County, Texas"
46130,175,0.093,0.86,0.65,0.71,0.96,2010,"DONLEY","Donley County, Texas"
44300,153,0.091,0.886,0.76,0.66,0.959,2011,"DONLEY","Donley County, Texas"
41875,131,0,1,0.73,0.76,0.952,2012,"DONLEY","Donley County, Texas"
42411,125,0.024,0.976,0.64,0.55,0.956,2013,"DONLEY","Donley County, Texas"
40719,135,0.105,0.895,0.33,0.33,0.954,2014,"DONLEY","Donley County, Texas"
36681,134,0.037,0.926,0.333,0.278,0.957,2015,"DONLEY","Donley County, Texas"
40560,130,0.03,0.939,0.281,0.313,0.96,2016,"DONLEY","Donley County, Texas"
44429,126,0.031,0.969,0.613,0.323,0.951,2017,"DONLEY","Donley County, Texas"
43224,123,0.029,0.941,0.656,0.5,0.962,2018,"DONLEY","Donley County, Texas"
42961,123,0,1,0.636,0.364,0.957,2019,"DONLEY","Donley County, Texas"
30493,337,0.102,0.8115,0.5,0.58,0.9155,2010,"DUVAL","Duval County, Texas"
35144,329,0.1135,0.8335,0.63,0.575,0.919,2011,"DUVAL","Duval County, Texas"
35167,309.5,0.051,0.882,0.61,0.65,0.913,2012,"DUVAL","Duval County, Texas"
34131,294.5,0.093,0.895,0.575,0.49,0.91,2013,"DUVAL","Duval County, Texas"
32479,294,0.0595,0.935,0.26,0.22,0.8965,2014,"DUVAL","Duval County, Texas"
33939,299.5,0.1015,0.872,0.346,0.2685,0.913,2015,"DUVAL","Duval County, Texas"
33115,293.5,0.1055,0.859,0.3835,0.392,0.923,2016,"DUVAL","Duval County, Texas"
35443,296.5,0.069,0.874,0.6505,0.6465,0.926,2017,"DUVAL","Duval County, Texas"
37382,311,0.0965,0.8725,0.852,0.6565,0.929,2018,"DUVAL","Duval County, Texas"
41186,302,0.026,0.9415,0.8305,0.724,0.916,2019,"DUVAL","Duval County, Texas"
32452,132.666666666667,0.0648,0.8964,0.483333333333333,0.473333333333333,0.893666666666667,2010,"EASTLAND","Eastland County, Texas"
34531,130.5,0.0746666666666667,0.8255,0.47,0.441666666666667,0.871333333333333,2011,"EASTLAND","Eastland County, Texas"
35044,132.166666666667,0.0503333333333333,0.831333333333333,0.526666666666667,0.525,0.901,2012,"EASTLAND","Eastland County, Texas"
34914,125.5,0.08,0.869333333333333,0.578333333333333,0.473333333333333,0.869833333333333,2013,"EASTLAND","Eastland County, Texas"
35221,126.333333333333,0.145833333333333,0.8425,0.296,0.298,0.895333333333333,2014,"EASTLAND","Eastland County, Texas"
34888,126.833333333333,0.083,0.687833333333333,0.4206,0.3374,0.9444,2015,"EASTLAND","Eastland County, Texas"
34434,158.2,0.0206,0.9384,0.393,0.408,0.943,2016,"EASTLAND","Eastland County, Texas"
32135,156.6,0.0258,0.9454,0.4858,0.3832,0.9466,2017,"EASTLAND","Eastland County, Texas"
35325,157.2,0.0246,0.9618,0.5202,0.322,0.7564,2018,"EASTLAND","Eastland County, Texas"
37276,153.4,0.017,0.959,0.6168,0.487,0.9386,2019,"EASTLAND","Eastland County, Texas"
45815,1108.6,0.140666666666667,0.683333333333333,0.34,0.474,0.897,2010,"ECTOR","Ector County, Texas"
50056,941.833333333333,0.176333333333333,0.659,0.392,0.374,0.8908,2011,"ECTOR","Ector County, Texas"
50851,955.166666666667,0.2052,0.6072,0.478,0.486,0.893666666666667,2012,"ECTOR","Ector County, Texas"
51466,999.166666666667,0.2684,0.5852,0.613333333333333,0.543333333333333,0.926666666666667,2013,"ECTOR","Ector County, Texas"
54903,1876.66666666667,0.0835,0.8075,0.266666666666667,0.216666666666667,0.934333333333333,2014,"ECTOR","Ector County, Texas"
57150,1548.2,0.0795,0.831,0.345,0.299,0.929333333333333,2015,"ECTOR","Ector County, Texas"
58335,1630,0.0633333333333333,0.875666666666667,0.509333333333333,0.296333333333333,0.9466,2016,"ECTOR","Ector County, Texas"
59528,1671.2,0.0753333333333333,0.847666666666667,0.549666666666667,0.311666666666667,0.9496,2017,"ECTOR","Ector County, Texas"
60676,1704,0.0683333333333333,0.847666666666667,0.6876,0.4068,0.9402,2018,"ECTOR","Ector County, Texas"
62973,1710.2,0.0816666666666667,0.849666666666667,0.7382,0.4736,0.9352,2019,"ECTOR","Ector County, Texas"
40163,91,0,0.852,0.82,0.64,0.964,2010,"EDWARDS","Edwards County, Texas"
43095,78,0,0.889,0.56,0.69,0.964,2011,"EDWARDS","Edwards County, Texas"
41613,74,0,1,0.63,0.56,0.962,2012,"EDWARDS","Edwards County, Texas"
43839,71,0,0.955,0.55,0.84,0.964,2013,"EDWARDS","Edwards County, Texas"
41726,63,0,1,0.1,0.2,0.966,2014,"EDWARDS","Edwards County, Texas"
41813,60,0.063,0.938,0,0.125,0.964,2015,"EDWARDS","Edwards County, Texas"
39457,66,0.077,0.923,0.235,0.235,0.971,2016,"EDWARDS","Edwards County, Texas"
48462,81,0,1,0.19,0.143,0.967,2017,"EDWARDS","Edwards County, Texas"
40313,83,0,0.955,0.111,0.056,0.957,2018,"EDWARDS","Edwards County, Texas"
40766,82,0,1,0.381,0.095,0.951,2019,"EDWARDS","Edwards County, Texas"
36333,1098.6170212766,0.0891891891891892,0.759486486486486,0.622619047619048,0.544047619047619,0.921521739130435,2010,"EL PASO","El Paso County, Texas"
38259,1110.04255319149,0.0870526315789474,0.759657894736842,0.674047619047619,0.506666666666667,0.921936170212766,2011,"EL PASO","El Paso County, Texas"
39699,1105.89361702128,0.0741,0.771175,0.532857142857143,0.686904761904762,0.923711111111111,2012,"EL PASO","El Paso County, Texas"
40157,1122.15217391304,0.076609756097561,0.762926829268293,0.581428571428571,0.622142857142857,0.930888888888889,2013,"EL PASO","El Paso County, Texas"
40783,1091.31914893617,0.0778571428571429,0.78397619047619,0.281395348837209,0.240697674418605,0.911108695652174,2014,"EL PASO","El Paso County, Texas"
41637,1129.40425531915,0.0722142857142857,0.81197619047619,0.384,0.382372093023256,0.915260869565217,2015,"EL PASO","El Paso County, Texas"
42075,1141.23404255319,0.0653809523809524,0.812738095238095,0.459181818181818,0.348,0.916404255319149,2016,"EL PASO","El Paso County, Texas"
43244,1136.23404255319,0.0561428571428571,0.820166666666667,0.539272727272727,0.422795454545455,0.909021276595745,2017,"EL PASO","El Paso County, Texas"
44597,1141.74468085106,0.0555348837209302,0.839744186046512,0.643113636363636,0.546477272727273,0.925326086956522,2018,"EL PASO","El Paso County, Texas"
46871,1170.82608695652,0.0618863636363636,0.848863636363636,0.655636363636364,0.534386363636364,0.904106382978723,2019,"EL PASO","El Paso County, Texas"
60877,874.6,0.0821111111111111,0.855444444444444,0.628,0.617,0.9515,2010,"ELLIS","Ellis County, Texas"
62639,882.7,0.0577777777777778,0.876666666666667,0.796666666666667,0.636666666666667,0.9402,2011,"ELLIS","Ellis County, Texas"
62832,936.6,0.0303333333333333,0.910777777777778,0.664,0.766,0.943,2012,"ELLIS","Ellis County, Texas"
61952,946.3,0.0409,0.9281,0.66,0.644,0.9275,2013,"ELLIS","Ellis County, Texas"
61898,958.4,0.0466,0.9208,0.4,0.331,0.9291,2014,"ELLIS","Ellis County, Texas"
62465,892.454545454545,0.0471,0.9121,0.456555555555556,0.412333333333333,0.937888888888889,2015,"ELLIS","Ellis County, Texas"
64382,1005,0.0631111111111111,0.897555555555556,0.4888,0.3666,0.9491,2016,"ELLIS","Ellis County, Texas"
67371,1024.4,0.0413333333333333,0.919444444444445,0.5569,0.441,0.9504,2017,"ELLIS","Ellis County, Texas"
72213,1054.9,0.0304444444444444,0.929111111111111,0.5641,0.4689,0.9458,2018,"ELLIS","Ellis County, Texas"
76871,1104.9,0.0272,0.9196,0.646,0.5325,0.9446,2019,"ELLIS","Ellis County, Texas"
39200,410.5,0.0345,0.71525,0.57,0.5575,0.927,2010,"ERATH","Erath County, Texas"
40096,185.8,0.0495,0.81375,0.4508,0.3936,0.923,2011,"ERATH","Erath County, Texas"
40176,163.107142857143,0.0885,0.79475,0.411785714285714,0.449285714285714,0.85064,2012,"ERATH","Erath County, Texas"
39586,155.586206896552,0.07375,0.8275,0.476896551724138,0.401724137931034,0.87137037037037,2013,"ERATH","Erath County, Texas"
40711,161.586206896552,0.08625,0.78375,0.311724137931034,0.237586206896552,0.845137931034483,2014,"ERATH","Erath County, Texas"
41416,230.515151515152,0.0846,0.56368,0.328727272727273,0.229333333333333,0.865758620689655,2015,"ERATH","Erath County, Texas"
42492,235.057142857143,0.032037037037037,0.579592592592593,0.2932,0.159657142857143,0.868212121212121,2016,"ERATH","Erath County, Texas"
47013,233.305555555555,0.0301379310344828,0.602241379310345,0.405638888888889,0.208527777777778,0.870057142857143,2017,"ERATH","Erath County, Texas"
48819,183.405405405405,0.0319310344827586,0.557344827586207,0.359771428571429,0.192571428571429,0.859882352941176,2018,"ERATH","Erath County, Texas"
52742,186.171428571429,0.0354838709677419,0.612064516129032,0.385142857142857,0.165857142857143,0.859942857142857,2019,"ERATH","Erath County, Texas"
31083,111.4,0.1625,0.45725,0.645,0.475,0.6745,2010,"FALLS","Falls County, Texas"
31543,103.8,0.11425,0.5595,0.57,0.435,0.5316,2011,"FALLS","Falls County, Texas"
33744,96.2,0.148666666666667,0.764666666666667,0.306666666666667,0.39,0.627333333333333,2012,"FALLS","Falls County, Texas"
32908,147.333333333333,0.062,0.903333333333333,0.48,0.46,0.627666666666667,2013,"FALLS","Falls County, Texas"
33587,113,0.127,0.781666666666667,0.24,0.175,0.46275,2014,"FALLS","Falls County, Texas"
36079,142,0.061,0.9065,0.323,0.2065,0.458,2015,"FALLS","Falls County, Texas"
38547,82.2,0.096,0.861,0.262,0.215333333333333,0.916,2016,"FALLS","Falls County, Texas"
38834,137.333333333333,0.022,0.978,0.371,0.1395,0.9335,2017,"FALLS","Falls County, Texas"
38032,222.5,0.096,0.885,0.472,0.2315,0.932,2018,"FALLS","Falls County, Texas"
39497,219.5,0.078,0.8845,0.461,0.585,0.9355,2019,"FALLS","Falls County, Texas"
44551,283.25,0.0425,0.91475,0.675,0.6625,0.95775,2010,"FANNIN","Fannin County, Texas"
44136,283,0.013,0.951,0.655,0.6025,0.96125,2011,"FANNIN","Fannin County, Texas"
43382,282,0.033,0.93675,0.67,0.6775,0.95975,2012,"FANNIN","Fannin County, Texas"
44355,279.5,0.021,0.922,0.7275,0.735,0.958,2013,"FANNIN","Fannin County, Texas"
44432,283.75,0.007,0.94875,0.4525,0.385,0.95775,2014,"FANNIN","Fannin County, Texas"
44071,281.75,0.01425,0.9375,0.542,0.4165,0.957,2015,"FANNIN","Fannin County, Texas"
45471,280.5,0.01225,0.97525,0.39475,0.291,0.96,2016,"FANNIN","Fannin County, Texas"
47875,285.25,0,0.97625,0.45875,0.30075,0.95825,2017,"FANNIN","Fannin County, Texas"
50761,289,0.00975,0.97,0.4225,0.376,0.95675,2018,"FANNIN","Fannin County, Texas"
54648,292,0.01325,0.96825,0.522,0.35825,0.9565,2019,"FANNIN","Fannin County, Texas"
45450,632,0.04,0.88,0.81,0.66,0.959,2010,"FAYETTE","Fayette County, Texas"
47285,605,0.026,0.921,0.87,0.6,0.958,2011,"FAYETTE","Fayette County, Texas"
45478,642,0.033,0.878,0.63,0.88,0.962,2012,"FAYETTE","Fayette County, Texas"
48015,611,0.019,0.955,0.71,0.72,0.962,2013,"FAYETTE","Fayette County, Texas"
48711,603,0.037,0.939,0.64,0.56,0.964,2014,"FAYETTE","Fayette County, Texas"
47808,628,0.033,0.875,0.64,0.509,0.96,2015,"FAYETTE","Fayette County, Texas"
51290,607,0.067,0.903,0.612,0.431,0.954,2016,"FAYETTE","Fayette County, Texas"
56941,629,0.033,0.943,0.6,0.476,0.961,2017,"FAYETTE","Fayette County, Texas"
56297,605,0.04,0.922,0.577,0.416,0.952,2018,"FAYETTE","Fayette County, Texas"
60189,611,0.026,0.955,0.583,0.438,0.954,2019,"FAYETTE","Fayette County, Texas"
41458,104.5,0,1,0.775,0.725,0.956,2010,"FISHER","Fisher County, Texas"
43724,88,0.016,0.9675,0.77,0.75,0.948,2011,"FISHER","Fisher County, Texas"
42900,88,0.0215,0.9565,0.685,0.76,0.955,2012,"FISHER","Fisher County, Texas"
42125,73,0.0165,0.9835,0.68,0.615,0.951,2013,"FISHER","Fisher County, Texas"
42850,68,0,1,0.29,0.14,0.9565,2014,"FISHER","Fisher County, Texas"
41406,69,0.0265,0.9285,0.4375,0.325,0.9585,2015,"FISHER","Fisher County, Texas"
41531,72,0,0.975,0.596,0.6975,0.965,2016,"FISHER","Fisher County, Texas"
45294,75,0,1,0.741,0.45,0.967,2017,"FISHER","Fisher County, Texas"
46827,64.5,0,1,0.6765,0.3825,0.9615,2018,"FISHER","Fisher County, Texas"
46146,66.5,0.079,0.8945,0.636,0.4555,0.9575,2019,"FISHER","Fisher County, Texas"
35240,128.666666666667,0.0305,0.917,0.735,0.645,0.630333333333333,2010,"FLOYD","Floyd County, Texas"
35967,187.5,0.1125,0.8685,0.735,0.75,0.906333333333333,2011,"FLOYD","Floyd County, Texas"
35323,178.5,0.046,0.9115,0.75,0.735,0.634,2012,"FLOYD","Floyd County, Texas"
42279,173,0.0305,0.9605,0.815,0.6,0.627333333333333,2013,"FLOYD","Floyd County, Texas"
40993,113.333333333333,0.082,0.918,0.35,0.28,0.631,2014,"FLOYD","Floyd County, Texas"
41026,114,0.052,0.9365,0.628,0.683,0.629,2015,"FLOYD","Floyd County, Texas"
43070,109.333333333333,0.0135,0.9505,0.658,0.8855,0.626666666666667,2016,"FLOYD","Floyd County, Texas"
48767,106,0.0535,0.931,0.9265,0.8675,0.897666666666667,2017,"FLOYD","Floyd County, Texas"
48555,102.666666666667,0.0625,0.925,0.9445,0.8725,0.627666666666667,2018,"FLOYD","Floyd County, Texas"
50580,101.333333333333,0.062,0.869,0.948,0.771,0.627666666666667,2019,"FLOYD","Floyd County, Texas"
79845,1744.70588235294,0.0501333333333333,0.895666666666667,0.738666666666667,0.716,0.957266666666667,2010,"FORT BEND","Fort Bend County, Texas"
82571,1791.64705882353,0.0455333333333333,0.897066666666667,0.797058823529412,0.692941176470588,0.957176470588235,2011,"FORT BEND","Fort Bend County, Texas"
84211,1815.70588235294,0.046,0.905066666666667,0.714705882352941,0.795294117647059,0.957588235294118,2012,"FORT BEND","Fort Bend County, Texas"
85297,1858.29411764706,0.0467333333333333,0.8982,0.733529411764706,0.708235294117647,0.958058823529412,2013,"FORT BEND","Fort Bend County, Texas"
86407,1904.70588235294,0.04225,0.9135,0.532941176470588,0.478235294117647,0.957411764705882,2014,"FORT BEND","Fort Bend County, Texas"
89152,1951.35294117647,0.0335882352941176,0.928352941176471,0.611941176470588,0.537,0.956823529411765,2015,"FORT BEND","Fort Bend County, Texas"
91152,1902.72222222222,0.0381764705882353,0.922411764705882,0.62764705882353,0.507647058823529,0.957235294117647,2016,"FORT BEND","Fort Bend County, Texas"
93645,1970.94444444444,0.0356470588235294,0.930352941176471,0.626277777777778,0.521888888888889,0.956611111111111,2017,"FORT BEND","Fort Bend County, Texas"
95561,1993.11111111111,0.0289411764705882,0.936588235294118,0.673944444444444,0.542555555555556,0.953111111111111,2018,"FORT BEND","Fort Bend County, Texas"
97743,2049.94444444444,0.0354705882352941,0.937764705882353,0.634055555555555,0.5025,0.952444444444444,2019,"FORT BEND","Fort Bend County, Texas"
45625,434,0,0.979,0.7,0.78,0.953,2010,"FRANKLIN","Franklin County, Texas"
47500,413,0,0.982,0.79,0.76,0.958,2011,"FRANKLIN","Franklin County, Texas"
45684,417,0,0.972,0.78,0.78,0.955,2012,"FRANKLIN","Franklin County, Texas"
45523,429,0.021,0.948,0.78,0.67,0.945,2013,"FRANKLIN","Franklin County, Texas"
44000,432,0.01,0.98,0.38,0.36,0.951,2014,"FRANKLIN","Franklin County, Texas"
41537,449,0,0.981,0.6,0.554,0.957,2015,"FRANKLIN","Franklin County, Texas"
42652,459,0,0.989,0.352,0.333,0.954,2016,"FRANKLIN","Franklin County, Texas"
43967,469,0.018,0.973,0.647,0.382,0.949,2017,"FRANKLIN","Franklin County, Texas"
52944,499,0.01,0.961,0.583,0.37,0.948,2018,"FRANKLIN","Franklin County, Texas"
53783,493,0,0.976,0.619,0.525,0.95,2019,"FRANKLIN","Franklin County, Texas"
44560,338.666666666667,0.03,0.935333333333333,0.623333333333333,0.57,0.946333333333333,2010,"FREESTONE","Freestone County, Texas"
45816,313.333333333333,0.0393333333333333,0.919,0.743333333333333,0.63,0.942666666666667,2011,"FREESTONE","Freestone County, Texas"
45510,324.333333333333,0.028,0.920666666666667,0.68,0.766666666666667,0.942333333333333,2012,"FREESTONE","Freestone County, Texas"
44502,320.333333333333,0.028,0.943,0.653333333333333,0.7,0.947666666666667,2013,"FREESTONE","Freestone County, Texas"
44072,253.75,0.029,0.971,0.2525,0.21,0.952333333333333,2014,"FREESTONE","Freestone County, Texas"
44301,273.5,0.00766666666666667,0.985,0.282,0.17,0.93175,2015,"FREESTONE","Freestone County, Texas"
45134,279.5,0.0256666666666667,0.942666666666667,0.2965,0.227,0.92675,2016,"FREESTONE","Freestone County, Texas"
45890,279,0.00666666666666667,0.979666666666667,0.407,0.26025,0.9205,2017,"FREESTONE","Freestone County, Texas"
48731,262,0.00775,0.98825,0.613,0.511,0.92225,2018,"FREESTONE","Freestone County, Texas"
49471,254.25,0.01475,0.9585,0.67575,0.58275,0.92875,2019,"FREESTONE","Freestone County, Texas"
35940,425.5,0.063,0.8315,0.625,0.515,0.9275,2010,"FRIO","Frio County, Texas"
37769,411,0.076,0.874,0.605,0.365,0.9175,2011,"FRIO","Frio County, Texas"
38161,417,0.096,0.8495,0.445,0.61,0.9175,2012,"FRIO","Frio County, Texas"
35849,425.5,0.1335,0.833,0.465,0.555,0.9165,2013,"FRIO","Frio County, Texas"
35681,466,0.123,0.814,0.21,0.175,0.918,2014,"FRIO","Frio County, Texas"
36404,468.5,0.084,0.8695,0.316,0.2015,0.9085,2015,"FRIO","Frio County, Texas"
37163,474.5,0.097,0.874,0.2735,0.086,0.915,2016,"FRIO","Frio County, Texas"
37382,480,0.054,0.8865,0.2675,0.129,0.9315,2017,"FRIO","Frio County, Texas"
42476,442.5,0.017,0.935,0.42,0.204,0.9365,2018,"FRIO","Frio County, Texas"
46729,448,0.0165,0.9415,0.35,0.188,0.93,2019,"FRIO","Frio County, Texas"
46393,261.333333333333,0.00833333333333333,0.939333333333333,0.46,0.403333333333333,0.941333333333333,2010,"GAINES","Gaines County, Texas"
47157,257,0.0186666666666667,0.925,0.74,0.563333333333333,0.937,2011,"GAINES","Gaines County, Texas"
50850,268,0.023,0.907666666666667,0.62,0.643333333333333,0.938333333333333,2012,"GAINES","Gaines County, Texas"
52910,280.333333333333,0.0383333333333333,0.939,0.403333333333333,0.606666666666667,0.928,2013,"GAINES","Gaines County, Texas"
54434,293.666666666667,0.056,0.919,0.316666666666667,0.27,0.934666666666667,2014,"GAINES","Gaines County, Texas"
57635,290.333333333333,0.0466666666666667,0.933,0.289,0.238666666666667,0.928,2015,"GAINES","Gaines County, Texas"
58788,298.666666666667,0.0656666666666667,0.920333333333333,0.259,0.194666666666667,0.923,2016,"GAINES","Gaines County, Texas"
58167,315.333333333333,0.0286666666666667,0.959666666666667,0.296333333333333,0.234,0.927,2017,"GAINES","Gaines County, Texas"
59032,327.666666666667,0.057,0.904333333333333,0.604666666666667,0.575666666666667,0.933666666666667,2018,"GAINES","Gaines County, Texas"
63054,331.666666666667,0.0226666666666667,0.942,0.670333333333333,0.538666666666667,0.920666666666667,2019,"GAINES","Gaines County, Texas"
58317,1164.05263157895,0.0633333333333333,0.886,0.651875,0.64875,0.9245625,2010,"GALVESTON","Galveston County, Texas"
59645,1177,0.0678461538461538,0.874,0.684705882352941,0.569411764705882,0.912222222222222,2011,"GALVESTON","Galveston County, Texas"
61555,1261.33333333333,0.0462142857142857,0.899928571428571,0.638823529411765,0.714705882352941,0.919666666666667,2012,"GALVESTON","Galveston County, Texas"
61877,1279.83333333333,0.062,0.8694,0.674705882352941,0.635294117647059,0.919055555555556,2013,"GALVESTON","Galveston County, Texas"
61744,1310.94444444444,0.0765625,0.862,0.464705882352941,0.401176470588235,0.919111111111111,2014,"GALVESTON","Galveston County, Texas"
62313,1328.38888888889,0.051764705882353,0.874117647058824,0.5558125,0.450375,0.874588235294118,2015,"GALVESTON","Galveston County, Texas"
63064,1274.31578947368,0.041,0.883375,0.507588235294118,0.414117647058824,0.8285,2016,"GALVESTON","Galveston County, Texas"
65702,1288.84210526316,0.0458125,0.8966875,0.540882352941176,0.441352941176471,0.830842105263158,2017,"GALVESTON","Galveston County, Texas"
69369,1302.89473684211,0.0503125,0.885375,0.539235294117647,0.438411764705882,0.829421052631579,2018,"GALVESTON","Galveston County, Texas"
73330,1307.68421052632,0.0501875,0.9046875,0.542588235294118,0.479294117647059,0.876444444444444,2019,"GALVESTON","Galveston County, Texas"
35750,218,0.03,0.924,0.48,0.66,0.953,2010,"GARZA","Garza County, Texas"
42883,212,0,0.98,0.73,0.86,0.948,2011,"GARZA","Garza County, Texas"
41750,216,0.022,0.978,0.89,0.69,0.95,2012,"GARZA","Garza County, Texas"
47540,222,0,0.977,0.62,0.67,0.953,2013,"GARZA","Garza County, Texas"
